OID_,Prj_Cde,Site_Code,GlobalID,MGA_Zone,Easting_MGA,Northing_MGA,Latitude_GDA2020,Longitude_GDA2020,NVIS_Maj_Veg_Subgroup,PrjTargtID,TargetID,TargetName_DB,TargetName,Establishment_Date,last_edited_date,Location,Monumentation,Comments,Baiting___Feral_Predators,Baiting___Grooming_Traps,Baiting___Pigs,Baiting___Rabbits,Bird_Survey,Motion_Camera_Survey,Native_Fauna_Trapping,Sand_Pad_Survey,Nestbox_Survey,Vegetation_Monitoring___Photo_Points,Vegetation_Monitoring___Tree_Health_Quadrat,Vegetation_Monitoring___Quadrat_Species,Vegetation_Monitoring___Vegetation_Intercept,Legacy_PropDB_Site_ID
922,DARW,CDR_077,{F8FF8985-1D3A-4ADC-A2FD-AFB77B28C0C5},50,493413.005500000028405,6731873.492100000381470,-29.54279041,116.932013455000060,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,24/07/2007 0:00,22/08/2022 1:23,2.55 km along track NW of Mongers Well to Quandong Well. Site located approx 20 m W of track.,"2 permanent pickets, tagged","Loos sand and mobile litter trains in open areas are symptomatic of historical degradation. Positive signs include young Scaevola spinescens, Alyx bux, Exo aphyllus, Pimelia microcepahla, Spartothamnella teucriiflora (fruiting) in eucashperes (tree base communities.)  Improvement in condition of open patches a maor target. Ptilotus obobatus common.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,830
923,DARW,CDR_079,{7364B3F0-EADF-40A1-9812-697D9CC31FDC},50,494066.005100000009406,6717657.491999999620020,-29.67109512,116.938675688000103,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,Avon Sandplains,25/07/2007 0:00,22/08/2022 1:23,"From South Track junction 10 km S of Homestead, follow fire break W 2.9 km. Site located in Eucalypt patch approx 40 m N of track/break.","2 permanent pickets, tagged","B peg:494109,6717679
Rabbit baiting at site April 2008",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,832
924,DARW,CDR_080,{788081A6-1F46-40C3-BE6E-4CAE29D2266D},50,499308.005899999989197,6740539.491899999789894,-29.46459446,116.992863185000033,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,1/04/2008 0:00,22/08/2022 1:23,1.7 km W of Finlayson Well on track to W boundary. Site located approx 10 m S of track.,"2 permanent pickets, tagged","Climate change monitoring site
Encouragin young Ptilotus obo. Pimelia microcephala, Eremophila latrobei.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Yes,1665
925,DARW,CDR_081,{B09913C0-CDD2-4069-A0AA-A26EB54F75E6},50,509636.005400000023656,6724972.491499999538064,-29.60505335,117.099517420000097,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,3/12/2007 0:00,22/08/2022 1:23,IOM. 3.2 km S of Wanarra Rd along E boundary fence. Site located approx 100 m W of track (in SW direction from old campsite).,Photo point picket,"Interim outcomes site
5 tagged Sandalwood trees, min and max height measured yearly
Tree A: E. 509635 N. 6724971
Tree B: E. 509646 N. 6724980
Tree C: E. 509603 N. 6725045
Tree D: E. 509633 N. 6725036
Tree E: E. 509621 N. 6725005",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1666
926,DARW,CDR_082,{5ABB0749-BC71-4D32-BF87-AED95DFC41E4},50,500517.005000000004657,6710891.491799999959767,-29.73217248,117.005346173000021,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,3/12/2007 0:00,22/08/2022 1:23,IOM. 450 m NW from S boundary fence along old track to South Track.  Tagged trees just SE of old Sandalwood Camp.,Tagged trees,"Interim outcomes site.  5 tagged Sandalwood trees:
Tree A E. 500532 N. 6710803
Tree B E. 500500 N. 6710857
Tree C E. 500520 N. 6710878
Tree D E. 500522 N. 6710877
Tree E E.  500516 N. 6710890",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1667
927,DARW,CDR_083,{494F0538-2603-4D1B-B481-0F6D92DCC359},50,496798.005599999974947,6731228.491999999620020,-29.54862496,116.966949257000010,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,Paleaodrainage & Freshwater,12/12/2007 0:00,22/08/2022 1:23,Approx 200 m E of Samphire Campsite.,"2 permanent droppers, tagged","EOM site, and IOM site. 
IOM parameters measured: Browse lines of Sandalwood and Exocarpus in 50 x 50m plot of site.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1677
928,DARW,CDR_084,{45A1B327-20B5-4C2D-89B0-5FFD59604EC1},50,499903.005799999984447,6740664.491899999789894,-29.46346648,116.998999671000092,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,24/07/2007 0:00,22/08/2022 1:23,1.1 km W of Finlayson Well on track to W boundary fence. Site located approx 60 m S of track.,"2 perm pickets, tagged","CONS COUNCIL climate Change monitoring site. 
Severely degraded understory with somesheet erosion, but still functioning adequately as a groved wash plain.  Look to see improvement in grove understory with berry fruited sp and gradual increas in cover of intergroves.  Some litter leaking from groves.  Check rec rtuiting Erem ps: E. latrobei  or E. eriocalyx.  Key decreasers to watch for: E. latrobei, Pimelia microcephala, Rhagodia eremaea, Sida calyxhymenia, Spartothamnella teucriiflora, Pthilo",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Yes,1668
929,DARW,CDR_085,{41F0A5E5-2C09-4082-A186-EA44E28E2CB8},50,502378.005100000009406,6717077.491799999959767,-29.67634156,117.024576548000027,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,Low Granite Hills,18/02/2008 0:00,22/08/2022 1:23,1.3 km N of St Josephs Well. Site located approx 50 m of small dam at base of granite.,"2 perm pickets, tagged","Site has dense regrowth to 6 m after fire.
Priority weed site adjacent to dam.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Yes,1678
930,DARW,CDR_086,{F52C2D65-09B6-4A18-B56A-2A8806C62F19},50,509325.005100000009406,6716457.491600000299513,-29.68190432,117.096378682000022,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,18/02/2008 0:00,22/08/2022 1:23,6.8 km E of St Josephs Well on track to E boundary. Breakaway is 50 m S of track. Transect starts 50 m S of bottom of breakaway.,"2 perm pickets, tagged",Site in excellent condition - benchmark breakaway site,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1679
931,DARW,CDR_087,{DF0F93D5-6F54-4B2C-B50F-9A566103A7D3},50,497844.005400000023656,6727656.491999999620020,-29.58086524,116.977738919000103,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,Exclosures,1/11/2006 0:00,22/08/2022 1:23,"Exclosure. Located in E Homestead paddocks. 1.25 km E of Homestead gate, approx 200 m N of track. ",Grazing exclosure,Grazing exclosure and photo monitoring site.  To be visited twice a year.  Indicators moinitored include weed population and native plant cover.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1680
932,DARW,CDR_088,{E1FC03CE-1EF0-4B16-8C63-BB2B803EDE35},50,496558.005500000028405,6731316.491999999620020,-29.5478301,116.964472273000069,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T05,T05,Palaeodrainage Systems And Freshwater Wetlands,Exclosures,1/05/2008 0:00,22/08/2022 1:23,Exclosure. Directly W of Samphire Camp approx 100 m.,Grazing Exclosure,Grazing exclosure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1681
933,DARW,CDR_089,{111E900B-9B6B-4AAD-9C50-222E5554714E},50,496414.005400000023656,6727268.491999999620020,-29.58436372,116.962972603000026,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,Eucalypt Woodlands,1/10/2005 0:00,22/08/2022 1:23,In front of old settlers house at Homestead precinct. Photo bearing looks E.,"Photo point, Tagged picket",Photo frequency twice a year.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1682
934,DARW,CDR_090,{8052D906-2F2E-4E5D-82D5-9EC1D0518AC8},50,497701.005400000023656,6727420.491999999620020,-29.58299493,116.976261917000102,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,Cleared paddock,1/11/2006 0:00,22/08/2022 1:23,"Photo. E paddock track, approx 1.2 km E from Homestead gate.","Photo point, tagged picket","Photo monitoring site, photographed twice a year.  Monitoring track rehab, soil cover, weed spread",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1683
935,DARW,CDR_091,{9D57A87E-6CA4-4B56-BCDC-D31E2BE39040},50,495428.005500000028405,6730171.492100000381470,-29.55816035,116.952803791000065,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,Well,1/08/2006 0:00,22/08/2022 1:23,Photo. Monger Well.  Photo picket 40 m E of tank and windmill. 2 photos taken from picket at 30 degrees and 295 degrees.,"Photo point, tagged picket","Photo monitoring point, looking for changes in weed cover and overall ground cover.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1684
936,DARW,CDR_092,{EFF7F1D9-58FC-4703-ADCC-A63F7F06A13A},50,500981.005599999974947,6734187.491899999789894,-29.52192299,117.010123206000117,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Well,1/07/2005 0:00,22/08/2022 1:23,Photo. 7 Mile Well. Photo picket located approx 40 m SW of well. Photo bearing 250 degrees.,"Photo point, tagged picket","Photo point, looking for increase in ground cover and palatable shrub sp. ",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1685
937,DARW,CDR_093,{DFC9BCB9-848C-4920-936C-C6D80E144062},50,503287.005400000023656,6727698.491700000129640,-29.58048372,117.033938869000053,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,Low Granite Hills,1/08/2006 0:00,22/08/2022 1:23,Photo. Breakaway Well. Site picket not installed - waiting for outcome of new Wanarra Rd development.,none,"Waiting for outcome of road construction, site may become obselete.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1686
938,DARW,CDR_094,{CC8CC2C4-52E9-42C3-B0F1-1D5E8BC079F2},50,505095.005699999979697,6735900.491799999959767,-29.50645269,117.052568450000081,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Low Granite Hills,1/08/2006 0:00,22/08/2022 1:23,"Photo. Edna Springs. Photo picket located 30 m WNW of dam. 2 photo bearings from picket, at 145 degrees and 50 degrees.","Photo point, tagged picket","Photo monitoring point.  Looking for recovery of dam area, erosion reduction and weed cover, increase in ground cover with natives.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1687
939,DARW,CDR_095,{2E7D5820-4043-401D-B281-A6369580106D},50,508766.005799999984447,6737142.491600000299513,-29.49522293,117.090434527000070,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,Yalgoo Shrublands,1/08/2006 0:00,22/08/2022 1:23,Photo. Xmas Well. Photo picket located 15 m E of old well. 2 photo bearings from picket at 300 and 130 degrees.,"Photo point, tagged picket","Photo monitoring point looking for increase in ground cover, decrease in weeds.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1688
940,DARW,CDR_096,{B21EAFD4-C6A4-4999-8C9A-F2A8ED652DBA},50,492029.005799999984447,6736593.492200000211596,-29.50018313,116.917763202000060,32 - Other shrublands,DARW_T06,T06,Yalgoo Shrublands,,30/10/2013 0:00,22/08/2022 1:23,Quandong Well,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,2252
941,DARW,CDR_999,{9DB07464-9B94-45E1-8B9F-17BE48B63025},50,495775.004599999985658,6700518.491899999789894,-29.82578077,116.956270100000097,08 - Eucalyptus woodlands with a shrubby understorey,,,,,27/08/2006 0:00,22/08/2022 1:23,Turn off track on N side of Great Northern Highway approx 1.2 km W of South Track turnoff to CDR. Follow winding track to terminus campsite.,,"Veg Desc. Ctd… Sparse Austrostipa elegantissima (in open, as well as scandent refugees, aristida
COMMENTS: Salmon gums with many hollows. Previously CDR_075.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,1566
942,DARW,CDR_ECU_A10,{CCCF96FA-FA8A-4E86-BFF7-19A80027C8E7},50,496831.001899999973830,6722490.999900000169873,-29.62748242,116.967264400000090,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
943,DARW,CDR_ECU_A12,{A3776C10-388B-49F0-9787-F665104C3757},50,492776.005599999974947,6730814.492200000211596,-29.55234459,116.925431757000069,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,24/08/2012 0:00,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2674
944,DARW,CDR_ECU_B10,{64F3BFCC-90F3-4509-B282-5380B24110B3},50,496922.001500000013039,6722660.000300000421703,-29.6259574,116.968204900000046,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
945,DARW,CDR_ECU_B12,{72BF60FC-3F2A-41B3-B66A-9E495D3140A0},50,492814.005500000028405,6729631.492200000211596,-29.56302163,116.925816204000057,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2658
946,DARW,CDR_ECU_C10,{D1BB337E-72DE-4D3E-81AE-C0CD1A34B178},50,496908.000200000009499,6719476.000000000000000,-29.65469329,116.968051200000104,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
947,DARW,CDR_ECU_C12,{BDDC6AA9-AE85-4489-A0DE-79B90265EF88},50,491243.005599999974947,6730154.492200000211596,-29.5582914,116.909602383000106,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,Changed from CDR_ECU_C to CDR_ECU_C12 with coordinates from excel file: CDR pitfall trapping sites and priorities 11.2.15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2659
948,DARW,CDR_ECU_D10,{59FCEA64-82CC-4D03-8C7F-81C529AF6E05},50,496946.002199999988079,6719027.000500000081956,-29.65874564,116.968442600000117,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
949,DARW,CDR_ECU_D12,{BA5F431B-1873-42CF-BF0F-711BA0381BF3},50,493467.005500000028405,6729234.492100000381470,-29.56660823,116.932554991000075,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_D to CDR_ECU_D12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2660
950,DARW,CDR_ECU_E10,{E1CF147F-8BEC-4654-8F28-EB07827B3F0F},50,496896.998299999977462,6717687.000400000251830,-29.67083911,116.967932400000109,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
951,DARW,CDR_ECU_F10,{4E416954-A9F8-4984-A359-3AA8068BE4E7},50,496970.001300000003539,6717422.000500000081956,-29.67323093,116.968686100000014,08 - Eucalyptus woodlands with a shrubby understorey,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
952,DARW,CDR_ECU_G10 / S12,{B2C96AFD-1BC5-48C8-9777-1297AC28280B},50,496654.001400000008289,6708805.000400000251830,-29.75099857,116.965393700000050,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,Changed from CDR_ECU_S to CDR_ECU_S12 with coordinates from the excel file:  CDR pitfall trapping sites and priorities 11.2.15 ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2667
953,DARW,CDR_ECU_H10,{A468797D-7819-40C9-A37A-37BD0FAA0761},50,496542.000100000004750,6705181.999900000169873,-29.78369558,116.964223700000048,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
954,DARW,CDR_ECU_J10,{14CCEB75-BA3E-4B54-AA5A-F415E619DBEF},50,507836.998199999972712,6706746.999900000169873,-29.76955158,117.081069800000023,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
955,DARW,CDR_ECU_J12,{F3E8B2B4-C0AD-4FCD-B14E-A92DEEFD856C},50,494037.005599999974947,6731363.491999999620020,-29.54739641,116.938451174000079,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_J to CDR_ECU_J12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2661
956,DARW,CDR_ECU_K10,{FE646FAF-2FA6-4550-9FD0-F5B87691FD6A},50,508345.996700000017881,6707022.000599999912083,-29.76706639,117.086333000000081,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
957,DARW,CDR_ECU_K12,{E19691ED-0612-4C89-A39E-EAB7ABCFA249},50,487750.005500000028405,6730068.492200000211596,-29.55903814,116.873543573000006,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_K to CDR_ECU_K12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2662
958,DARW,CDR_ECU_L12,{42DCAEB5-D8E3-4EB8-8673-57084EA0756B},50,487854.005500000028405,6729049.492300000041723,-29.56823582,116.874605802000019,32 - Other shrublands,DARW_T02,T02,Eucalypt Woodlands,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_L to CDR_ECU_L12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2663
959,DARW,CDR_ECU_M10,{B8DBDFD5-2910-40D2-BA4D-B9074718B23F},50,509774.999000000010710,6706716.000500000081956,-29.76981754,117.101117700000032,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
960,DARW,CDR_ECU_M12,{A2BEBDC3-4BCD-4E72-AF38-D22A29E14527},50,489406.005500000028405,6730798.492300000041723,-29.55246492,116.890645492000090,32 - Other shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2016 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_M to CDR_ECU_M12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2664
961,DARW,CDR_ECU_N10,{277B3C94-4C5B-4525-9FBE-21C8EF7F036E},50,507117.000000000000000,6710430.000500000081956,-29.73631707,117.073597500000005,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
962,DARW,CDR_ECU_P10,{EB09ACDD-EC5C-43C6-8B4A-10FC9D919014},50,500381.999200000020210,6710958.999599999748170,-29.73156327,117.003950100000111,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
963,DARW,CDR_ECU_Q10,{D002E058-4094-4023-ADE3-7C290F96BE4F},50,502902.997299999988172,6711230.000199999660254,-29.72911415,117.030018000000041,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T02,T02,Eucalypt Woodlands,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
964,DARW,CDR_ECU_Q12,{31AB9484-5927-4DD5-BC51-59E1196AE814},50,494475.004899999999907,6710669.492100000381470,-29.7341638,116.942866775000084,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_Q to CDR_ECU_Q12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2665
965,DARW,CDR_ECU_R10,{CD3A7CB3-55EA-4359-B50F-8872AD7DC9C6},50,509757.995799999975134,6710521.999499999918044,-29.73546878,117.100907400000096,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
966,DARW,CDR_ECU_R12,{3AA12839-9B3F-41E2-B0C7-1B4E8007D791},50,496838.004899999999907,6711397.491899999789894,-29.72760191,116.967304363000039,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_R to CDR_ECU_R12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2666
967,DARW,CDR_ECU_S10,{6277D96A-B485-4F68-AB20-2FC2F7D8654E},50,507714.004000000015367,6712974.999699999578297,-29.71334493,117.079753000000096,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,,22/08/2022 1:23,ECU trapping survey site,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,
968,DARW,CDR_ECU_T12,{0DD8CA5C-5380-43C5-B19D-70508BE3843B},50,502782.005000000004657,6714047.491799999959767,-29.70368657,117.028759649000108,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_T to CDR_ECU_T12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2668
969,DARW,CDR_ECU_W12,{53B56CD2-4374-45F6-955E-E4553D8E09B4},50,497458.004899999999907,6710434.491899999789894,-29.73629439,116.973713016000033,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_W to CDR_ECU_W12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2669
970,DARW,CDR_ECU_X12,{D7167020-1A0F-48DB-A1F6-C49BF3FB9F66},50,496967.005000000004657,6714905.491999999620020,-29.69594251,116.968648087000020,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T01,T01,Avon Sandplains,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_X to CDR_ECU_X12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2670
971,DARW,CDR_ECU_Y12,{437C11B4-CC89-4A93-9D00-8F5420567C99},50,501916.005100000009406,6716441.491799999959767,-29.68208229,117.019802929000093,21 - Other Acacia tall open shrublands and [tall] shrublands,DARW_T04,T04,Low Granite Hills And Breakaways,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_Y to CDR_ECU_Y12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2671
972,DARW,CDR_ECU_Z12,{2C83DF9A-912A-4A95-BB48-ED6376633D11},50,498876.004899999999907,6710457.491899999789894,-29.73608891,116.988376696000046,21 - Other Acacia tall open shrublands and [tall] shrublands,,,,,8/04/2015 0:00,22/08/2022 1:23,ECU trapping survey site,,"Changed from CDR_ECU_Z to CDR_ECU_Z12  with coordinates from the excel file: 
CDR pitfall trapping sites and priorities 11.2.15
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,2672
