Source,Prj_Cde,Site_ID,Staff_Name,Additional_Personnel,Date,TimeStart,ExtraTimeEnd,Survey_duration_minutes,Year,Survey_design,Number_of_observers,Site_field_notes,All_species_recorded,Cloud_cover,Wind_strength,Temperature(C),Scientific_Name,English_Name,Birdlife_bird_count,Bird_within_survey_area,Birdlife_field_notes,Max_dist_from_start,TIME 1ST CONTACT,CCWA_TIME 2ND CONTACT,CCWA_Latitude,CCWA_Longitude,CCWA_Order,CCWA_SiteSurveyNumber,CCWA_CumulativeSpeciesCount
CCWA,DARW,CDR_027,"Kady, Judy",,2019/08/17,8:20,8:40,20,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Drymodes brunneopygia,Southern Scrub-robin,2,Within survey limits,,,821,840,-29.69314,116.96833,145,11,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Chalcites basalis,Horsfield's Bronze-Cuckoo,2,Within survey limits,,,706,711,-29.59821,116.93815,286,8,7
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Chalcites basalis,Horsfield's Bronze-Cuckoo,,Outside survey limits but within 500m of site,,,744,,-29.59821,116.93815,296,9,9
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Malurus splendens,Splendid Fairy-wren,12,Within survey limits,,,629,631,-29.59821,116.93815,274,7,2
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Gerygone fusca,Western Gerygone,1,Within survey limits,,,629,,-29.59821,116.93815,275,7,3
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Pachycephala rufiventris,Rufous Whistler,1,Within survey limits,,,632,,-29.59821,116.93815,276,7,4
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichmera indistincta,Brown Honeyeater,4,Within survey limits,,,634,640,-29.59821,116.93815,277,7,5
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Pyrrholaemus brunneus,Redthroat,1,Within survey limits,,,636,,-29.59821,116.93815,278,7,6
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Petroica goodenovii,Red-capped Robin,2,Within survey limits,,,638,641,-29.59821,116.93815,279,7,7
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Malurus splendens,Splendid Fairy-wren,2,Within survey limits,,,655,,-29.59821,116.93815,280,8,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichmera indistincta,Brown Honeyeater,5,Within survey limits,,,656,701,-29.59821,116.93815,281,8,2
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Rhipidura leucophrys,Willie Wagtail,1,Within survey limits,,,658,,-29.59821,116.93815,282,8,3
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Purnella albifrons,White-fronted Honeyeater,3,Within survey limits,,,700,701,-29.59821,116.93815,284,8,5
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Pachycephala rufiventris,Rufous Whistler,2,Within survey limits,,,702,708,-29.59821,116.93815,285,8,6
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,711,,-29.59821,116.93815,287,8,8
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,718,756,-29.59821,116.93815,288,9,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Oreoica gutturalis,Crested Bellbird,2,Outside survey limits but within 500m of site,,,718,756,-29.59821,116.93815,288,9,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichmera indistincta,Brown Honeyeater,2,Within survey limits,,,719,732,-29.59821,116.93815,289,9,2
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichmera indistincta,Brown Honeyeater,2,Outside survey limits but within 500m of site,,,719,732,-29.59821,116.93815,289,9,2
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Purnella albifrons,White-fronted Honeyeater,3,Within survey limits,,,720,725,-29.59821,116.93815,290,9,3
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Purnella albifrons,White-fronted Honeyeater,4,Outside survey limits but within 500m of site,,,720,725,-29.59821,116.93815,290,9,3
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichenostomus virescens,Singing Honeyeater,3,Within survey limits,,,721,729,-29.59821,116.93815,291,9,4
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichenostomus virescens,Singing Honeyeater,2,Outside survey limits but within 500m of site,,,721,729,-29.59821,116.93815,291,9,4
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Rhipidura leucophrys,Willie Wagtail,1,Within survey limits,,,728,,-29.59821,116.93815,293,9,6
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Pomatostomus superciliosus,White-browed Babbler,3,Within survey limits,,,729,,-29.59821,116.93815,294,9,7
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Cracticus nigrogularis,Pied Butcherbird,,Outside survey limits but within 500m of site,,,737,740,-29.59821,116.93815,295,9,8
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Strepera versicolor,Grey Currawong,,Outside survey limits but within 500m of site,,,745,,-29.59821,116.93815,297,9,10
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Malurus splendens,Splendid Fairy-wren,,Outside survey limits but within 500m of site,,,753,,-29.59821,116.93815,298,9,11
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Gerygone fusca,Western Gerygone,,Outside survey limits but within 500m of site,,,754,,-29.59821,116.93815,299,9,12
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:58,8:18,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichenostomus virescens,Singing Honeyeater,4,Within survey limits,,,759,807,-29.59821,116.93815,300,10,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:58,8:18,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichmera indistincta,Brown Honeyeater,4,Within survey limits,,,801,810,-29.59821,116.93815,301,10,2
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:58,8:18,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Purnella albifrons,White-fronted Honeyeater,4,Within survey limits,,,802,805,-29.59821,116.93815,302,10,3
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:58,8:18,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Petroica goodenovii,Red-capped Robin,1,Within survey limits,,,803,,-29.59821,116.93815,303,10,4
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:58,8:18,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,805,,-29.59821,116.93815,304,10,5
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:58,8:18,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Gerygone fusca,Western Gerygone,1,Within survey limits,,,815,,-29.59821,116.93815,305,10,6
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichenostomus virescens,Singing Honeyeater,6,Within survey limits,,,821,821,-29.59821,116.93815,306,10,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Purnella albifrons,White-fronted Honeyeater,5,Within survey limits,,,823,827,-29.59821,116.93815,307,10,2
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,824,,-29.59821,116.93815,308,10,3
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Oreoica gutturalis,Crested Bellbird,2,Within survey limits,,,825,846,-29.59821,116.93815,309,10,4
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Lichmera indistincta,Brown Honeyeater,3,Within survey limits,,,826,830,-29.59821,116.93815,310,10,5
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Malurus splendens,Splendid Fairy-wren,3,Within survey limits,,,829,,-29.59821,116.93815,311,10,6
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Pardalotus striatus,Striated Pardalote,1,Within survey limits,,,840,,-29.59821,116.93815,312,10,7
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Pomatostomus superciliosus,White-browed Babbler,3,Within survey limits,,,844,,-29.59821,116.93815,313,10,8
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Malurus splendens,Splendid Fairy-wren,4,Within survey limits,,,1526,1544,-29.59821,116.93815,316,11,2
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Falco berigora,Brown Falcon,1,Within survey limits,,,1531,,-29.59821,116.93815,317,11,3
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Purnella albifrons,White-fronted Honeyeater,5,Within survey limits,,,1535,1541,-29.59821,116.93815,318,11,4
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Pachycephala rufiventris,Rufous Whistler,2,Within survey limits,,,1536,1537,-29.59821,116.93815,319,11,5
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,1541,,-29.59821,116.93815,320,11,6
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Within survey limits,,,1543,1547,-29.59821,116.93815,321,11,7
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Outside survey limits but within 500m of site,,,1543,1547,-29.59821,116.93815,321,11,7
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichmera indistincta,Brown Honeyeater,1,Within survey limits,,,1543,,-29.59821,116.93815,322,11,8
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Pachycephala rufiventris,Rufous Whistler,2,Within survey limits,,,1548,1555,-29.59821,116.93815,323,12,1
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Malurus splendens,Splendid Fairy-wren,3,Within survey limits,,,1548,1557,-29.59821,116.93815,324,12,2
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Malurus splendens,Splendid Fairy-wren,1,Outside survey limits but within 500m of site,,,1548,1557,-29.59821,116.93815,324,12,2
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichmera indistincta,Brown Honeyeater,1,Within survey limits,,,1548,1618,-29.59821,116.93815,325,12,3
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichmera indistincta,Brown Honeyeater,1,Outside survey limits but within 500m of site,,,1548,1618,-29.59821,116.93815,325,12,3
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Purnella albifrons,White-fronted Honeyeater,8,Within survey limits,,,1548,1551,-29.59821,116.93815,326,12,4
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Purnella albifrons,White-fronted Honeyeater,3,Outside survey limits but within 500m of site,,,1548,1551,-29.59821,116.93815,326,12,4
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,2,Within survey limits,,,1549,,-29.59821,116.93815,327,12,5
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,1552,1624,-29.59821,116.93815,328,12,6
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichenostomus virescens,Singing Honeyeater,1,Outside survey limits but within 500m of site,,,1552,1624,-29.59821,116.93815,328,12,6
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichmera indistincta,Brown Honeyeater,1,Within survey limits,,,1554,1619,-29.59821,116.93815,329,12,7
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichmera indistincta,Brown Honeyeater,1,Outside survey limits but within 500m of site,,,1554,1619,-29.59821,116.93815,329,12,7
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Oreoica gutturalis,Crested Bellbird,1,Within survey limits,,,1600,1609,-29.59821,116.93815,330,12,8
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Oreoica gutturalis,Crested Bellbird,3,Outside survey limits but within 500m of site,,,1600,1609,-29.59821,116.93815,330,12,8
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Rhipidura leucophrys,Willie Wagtail,1,Within survey limits,,,1601,,-29.59821,116.93815,331,12,9
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,1605,,-29.59821,116.93815,333,12,11
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Rhipidura albiscapa,Grey Fantail,1,Within survey limits,,,1609,,-29.59821,116.93815,334,12,12
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Cacatua pastinator,Western Corella,,Outside survey limits but within 500m of site,,,1609,1620,-29.59821,116.93815,335,12,13
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Strepera versicolor,Grey Currawong,,Outside survey limits but within 500m of site,,,1613,,-29.59821,116.93815,336,12,14
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Falco berigora,Brown Falcon,,Outside survey limits but within 500m of site,,,1614,,-29.59821,116.93815,337,12,15
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:26,6:46,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Drymodes brunneopygia,Southern Scrub-robin,3,Within survey limits,,,627,642,-29.59821,116.93815,273,7,1
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,6:54,7:14,20,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Drymodes brunneopygia,Southern Scrub-robin,3,Within survey limits,,,659,700,-29.59821,116.93815,283,8,4
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Drymodes brunneopygia,Southern Scrub-robin,1,Within survey limits,,,722,733,-29.59821,116.93815,292,9,5
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,7:15,7:56,41,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Drymodes brunneopygia,Southern Scrub-robin,2,Outside survey limits but within 500m of site,,,722,733,-29.59821,116.93815,292,9,5
CCWA,DARW,CDR_048,"Susan, Linda, Graham, Kate",,2019/08/17,8:20,8:47,27,2019,"Birdlife 2 ha, 20 minute search",4,,,,,,Drymodes brunneopygia,Southern Scrub-robin,2,Within survey limits,,,845,847,-29.59821,116.93815,314,10,9
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:26,15:47,21,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Drymodes brunneopygia,Southern Scrub-robin,1,Within survey limits,,,1526,,-29.59821,116.93815,315,11,1
CCWA,DARW,CDR_048,"Kady, Carl, Paula",,2019/08/17,15:48,16:24,36,2019,"Birdlife 2 ha, 20 minute search",3,,,,,,Drymodes brunneopygia,Southern Scrub-robin,1,Within survey limits,,,1602,,-29.59821,116.93815,332,12,10
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Oreoica gutturalis,Crested Bellbird,2,Within survey limits,,,621,627,-29.55488,116.96461,443,6,1
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,5,Within survey limits,,,621,624,-29.55488,116.96461,444,6,2
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,1,Outside survey limits but within 500m of site,,,621,624,-29.55488,116.96461,444,6,2
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Cracticus nigrogularis,Pied Butcherbird,1,Within survey limits,,,624,,-29.55488,116.96461,445,6,3
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Pyrrholaemus brunneus,Redthroat,4,Within survey limits,,,626,633,-29.55488,116.96461,446,6,4
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Smicrornis brevirostris,Weebill,2,Within survey limits,,,627,,-29.55488,116.96461,447,6,5
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Malurus splendens,Splendid Fairy-wren,3,Within survey limits,,,631,651,-29.55488,116.96461,448,6,6
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Malurus splendens,Splendid Fairy-wren,6,Outside survey limits but within 500m of site,,,631,651,-29.55488,116.96461,448,6,6
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Lichenostomus virescens,Singing Honeyeater,1,Within survey limits,,,632,701,-29.55488,116.96461,449,6,7
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Lichenostomus virescens,Singing Honeyeater,1,Outside survey limits but within 500m of site,,,632,701,-29.55488,116.96461,449,6,7
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,632,642,-29.55488,116.96461,450,6,8
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Colluricincla harmonica,Grey Shrike-thrush,2,Outside survey limits but within 500m of site,,,632,642,-29.55488,116.96461,450,6,8
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Phaps chalcoptera,Common Bronzewing,2,Within survey limits,,,634,,-29.55488,116.96461,451,6,9
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Rhipidura albiscapa,Grey Fantail,1,Within survey limits,,,640,,-29.55488,116.96461,452,6,10
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Pachycephala rufiventris,Rufous Whistler,,Outside survey limits but within 500m of site,,,646,655,-29.55488,116.96461,453,6,11
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Eopsaltria griseogularis,Western Yellow Robin,,Outside survey limits but within 500m of site,,,649,,-29.55488,116.96461,454,6,12
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,6:21,7:01,40,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Acanthiza apicalis,Inland Thornbill,,Outside survey limits but within 500m of site,,,655,,-29.55488,116.96461,455,6,13
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Strepera versicolor,Grey Currawong,2,Within survey limits,,,704,722,-29.55488,116.96461,456,7,1
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Colluricincla harmonica,Grey Shrike-thrush,1,Within survey limits,,,704,,-29.55488,116.96461,457,7,2
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Pardalotus striatus,Striated Pardalote,1,Within survey limits,,,705,,-29.55488,116.96461,458,7,3
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Oreoica gutturalis,Crested Bellbird,2,Within survey limits,,,705,713,-29.55488,116.96461,459,7,4
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Acanthiza apicalis,Inland Thornbill,1,Within survey limits,,,706,,-29.55488,116.96461,460,7,5
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Lichenostomus virescens,Singing Honeyeater,2,Within survey limits,,,710,724,-29.55488,116.96461,461,7,6
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,2,Within survey limits,,,711,717,-29.55488,116.96461,462,7,7
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Purnella albifrons,White-fronted Honeyeater,2,Within survey limits,,,717,722,-29.55488,116.96461,463,7,8
CCWA,DARW,CDR_049,"Brendan, Paula",,2019/08/17,7:03,7:25,22,2019,"Birdlife 2 ha, 20 minute search",2,,,,,,Pyrrholaemus brunneus,Redthroat,1,Within survey limits,,,717,,-29.55488,116.96461,464,7,9
